##Type: Reactive
##Nuclei: Oxygen
##Particle: piP
##Reference: O. Meirav, et al., Total reaction cross sections of 50 and 65 MeV pions on nuclei. Phys. Rev. C 36, 1066 1987, , ibid. 40, 843 1989
##Mom xsec error
128.284 166 19
