##Type: Reactive
##Nuclei: Aluminum
##Particle: piM
##Reference: C. J. Gelderloos et al. Reaction and total cross sections for 400 to 500 MeV ⇡  on nuclei. Physical Review C, 62:024612, 2000.
##Mom xsec error
531.552 456 34.7
587.211 451 44.0
615.955 534 37.6
