##Type: Reactive
##Nuclei: Carbon
##Particle: piM
##Reference: F. Binon et al. Scattering of negative pions on carbon. Nuclear Physics B, 17:168, 1969
##Mom xsec error
218.853 429 18
253.714 441 18
287.481 423 13
309.561 396 13
342.201 359 18
374.401 324 19
395.675 311 19
