##Type: CX
##Nuclei: Oxygen
##Particle: piP
##Reference: Bowles, at al. Inclusive (pi^+,pi^0) reactions in nuclei. Phys. Rev., Vol. C23, p. 439, 1981
##Mom xsec error
128.284 21 3
194.715 66 10
