##Type: ABS+CX
##Nuclei: Fe
##Particle: piP
##Reference: D. Ashery, et al. True absorption and scattering of pions on nuclei. Phys. Rev., Vol. C23,p. 2173, 1981
##Mom xsec error
175.935 500 55
224.761 610 61
270.708 680 71
315.037 690 76
358.349 506 50
432.613 418 36
